route_distance_km,schedule_overlap_days,capacity_ratio,semantic_similarity,match_berhasil
659.22,0.0,0.675,0.0,0
685.89,4.0,1.225,0.0,0
564.86,0.0,1.85,0.0,0
0.0,2.0,0.325,0.0,0
564.86,0.0,2.85,0.0,0
564.86,0.0,1.375,0.0,0
466.7,0.0,2.275,0.3069,0
662.08,0.0,2.875,0.0,0
204.96,2.0,2.025,0.0,0
647.38,1.0,0.95,0.0,0
773.63,3.0,0.975,0.0,0
0.0,0.0,0.525,0.0,0
204.96,1.0,2.175,0.0,0
1968.0,0.0,0.275,0.0,0
564.86,0.0,0.35,0.0,0
0.0,0.0,1.45,0.0,0
250.3,0.0,1.875,0.0,0
662.08,0.0,1.95,0.0,0
664.08,4.0,0.975,0.0,0
259.49,1.0,1.175,0.0,0
564.86,2.0,0.825,0.0,0
647.38,0.0,2.9,0.0,0
685.89,0.0,0.975,0.1023,0
466.7,0.0,2.625,0.0,0
664.08,1.0,1.675,0.0,0
564.86,0.0,1.725,0.0,0
0.0,2.0,1.075,0.0,0
250.3,2.0,1.0,0.0,0
1968.0,0.0,2.925,0.331,0
1517.51,2.0,0.8,0.0,0
647.38,2.0,0.475,0.0,0
564.86,3.0,1.725,0.3385,0
0.0,0.0,2.4,0.3035,0
466.7,0.0,3.2,0.0,0
685.89,2.0,2.775,0.0,0
685.89,0.0,0.775,0.0,0
259.49,3.0,2.625,0.0,0
1000.89,0.0,0.95,0.0,0
0.0,0.0,2.8,0.0,0
259.49,1.0,2.8,0.0,0
0.0,0.0,0.675,0.0,0
1968.0,3.0,0.4,0.3179,0
0.0,3.0,0.65,0.0,0
664.08,1.0,0.675,0.0,0
204.96,3.0,1.0,0.0,0
1000.89,1.0,2.875,0.0,0
773.63,4.0,2.5,0.3234,0
1000.89,0.0,0.3,0.0,0
647.38,0.0,1.525,0.0,0
204.96,1.0,1.875,0.0,0
685.89,1.0,0.2,0.0,0
851.48,0.0,0.525,0.0,0
564.86,3.0,1.675,0.0,0
204.96,0.0,3.3,0.0,0
0.0,2.0,0.925,0.0,0
466.7,0.0,1.4,0.0,0
207.53,3.0,0.6405,1.0,0
0.0,0.0,0.1961,1.0,0
216.47,0.0,0.2157,1.0,0
55.25,0.0,0.0523,1.0,1
308.98,0.0,0.4706,1.0,0
400.83,0.0,0.3399,1.0,0
403.27,0.0,0.1307,1.0,0
404.92,2.0,0.2941,1.0,0
404.92,1.0,0.451,1.0,0
216.47,3.0,0.0719,1.0,0
594.92,0.0,0.3464,1.0,0
0.0,0.0,0.4706,1.0,1
207.53,0.0,0.1961,1.0,0
55.25,0.0,0.2157,1.0,0
765.12,0.0,0.5359,1.0,0
216.47,0.0,0.0719,1.0,0
403.27,0.0,0.3333,1.0,0
0.0,1.0,0.0654,1.0,1
427.06,3.0,0.4902,1.0,0
400.83,1.0,0.549,1.0,0
594.92,1.0,0.268,1.0,0
404.92,2.0,0.5948,1.0,0
207.53,0.0,0.4902,1.0,0
216.47,0.0,0.5294,1.0,0
205.49,2.0,0.7712,1.0,0
55.25,4.0,0.549,1.0,1
400.83,0.0,0.1242,1.0,0
0.0,0.0,0.4118,1.0,0
1293.48,0.0,0.6471,1.0,0
404.92,2.0,0.3007,1.0,0
0.0,0.0,0.2941,1.0,0
1750.52,0.0,0.0719,1.0,0
1293.48,0.0,0.0523,1.0,0
388.54,0.0,0.3725,1.0,0
404.92,0.0,0.0719,1.0,0
205.49,0.0,0.1765,1.0,0
988.8,0.0,0.3137,1.0,0
1293.48,1.0,0.1242,1.0,0
216.47,1.0,0.1111,1.0,0
0.0,4.0,0.2353,1.0,1
205.49,3.0,0.6928,1.0,0
55.25,0.0,0.3987,1.0,0
404.92,0.0,0.5817,1.0,0
427.06,0.0,0.1961,1.0,0
308.98,0.0,0.1242,1.0,0
1293.48,0.0,0.2484,1.0,0
388.54,0.0,0.6863,1.0,0
0.0,0.0,0.2222,1.0,0
308.98,0.0,0.2614,1.0,0
207.53,0.0,0.6797,1.0,0
403.27,1.0,0.2157,1.0,0
404.92,1.0,0.268,1.0,0
594.92,0.0,0.1438,1.0,0
404.92,0.0,0.5752,1.0,0
404.92,0.0,0.6993,1.0,0
308.98,2.0,0.5752,1.0,0
205.49,1.0,0.2745,1.0,0
988.8,0.0,0.6797,1.0,0
404.92,0.0,0.1176,1.0,0
988.8,0.0,0.5033,1.0,0
403.27,2.0,0.1242,1.0,0
0.0,0.0,0.0784,1.0,1
216.47,4.0,0.6601,1.0,0
388.54,2.0,0.3464,1.0,0
207.53,0.0,0.1307,1.0,0
1293.48,4.0,0.2745,1.0,0
0.0,1.0,0.6144,1.0,1
988.8,1.0,0.6797,1.0,0
765.12,0.0,0.2484,1.0,0
205.49,3.0,0.0784,1.0,0
207.53,0.0,0.3791,1.0,0
55.25,1.0,0.1569,1.0,1
0.0,0.0,0.366,1.0,1
205.49,2.0,0.2026,1.0,0
404.92,0.0,0.0392,1.0,0
0.0,0.0,0.5425,1.0,0
55.25,1.0,0.4706,1.0,1
308.98,0.0,0.7647,1.0,0
1293.48,0.0,0.3725,1.0,0
216.47,0.0,0.4379,1.0,0
216.47,0.0,0.0523,1.0,0
216.47,0.0,0.0654,1.0,0
388.54,2.0,0.5882,1.0,0
388.54,0.0,0.2418,1.0,0
594.92,0.0,0.3007,1.0,0
216.47,0.0,0.1569,1.0,0
427.06,2.0,0.4706,1.0,0
1750.52,0.0,0.1307,1.0,0
403.27,0.0,0.4314,1.0,0
1750.52,0.0,0.0784,1.0,0
594.92,0.0,0.7843,1.0,0
0.0,0.0,0.1307,1.0,0
0.0,0.0,0.5229,1.0,0
427.06,1.0,0.3529,1.0,0
216.47,0.0,0.1046,1.0,0
0.0,0.0,0.4706,1.0,0
403.27,2.0,0.1503,1.0,0
308.98,0.0,0.6405,1.0,0
1750.52,1.0,0.7255,1.0,0
388.54,1.0,0.1046,1.0,0
308.98,0.0,0.098,1.0,0
55.25,1.0,0.1438,1.0,1
308.98,0.0,0.1111,1.0,0
403.27,0.0,0.6078,1.0,0
308.98,0.0,0.0719,1.0,0
216.47,0.0,0.0458,1.0,0
205.49,1.0,0.3791,1.0,0
0.0,0.0,0.4771,1.0,1
205.49,3.0,0.4314,1.0,0
308.98,0.0,0.1634,1.0,0
403.27,0.0,0.3725,1.0,0
404.92,0.0,0.2418,1.0,0
404.92,0.0,0.5163,1.0,0
388.54,0.0,0.6797,1.0,0
0.0,0.0,0.1634,1.0,1
308.98,0.0,0.5425,1.0,0
216.47,0.0,0.719,1.0,0
308.98,0.0,0.281,1.0,0
594.92,0.0,0.268,1.0,0
0.0,2.0,0.1111,1.0,1
55.25,1.0,0.0719,1.0,1
207.53,4.0,0.2092,1.0,0
1750.52,3.0,0.3203,1.0,0
1750.52,3.0,0.451,1.0,0
1293.48,1.0,0.1438,1.0,0
427.06,0.0,0.3137,1.0,0
403.27,2.0,0.6536,1.0,0
0.0,0.0,0.4444,1.0,0
427.06,0.0,0.3791,1.0,0
55.25,0.0,0.3007,1.0,0
403.27,0.0,0.5098,1.0,0
308.98,1.0,0.6144,1.0,0
400.83,3.0,0.4248,1.0,0
1293.48,1.0,0.2092,1.0,0
400.83,3.0,0.1765,1.0,0
427.06,0.0,0.3203,1.0,0
308.98,0.0,0.4837,1.0,0
205.49,0.0,0.085,1.0,0
308.98,0.0,0.7451,1.0,0
308.98,1.0,0.3595,1.0,0
207.53,1.0,0.5948,1.0,0
403.27,3.0,0.7516,1.0,0
0.0,0.0,0.5294,1.0,1
388.54,1.0,0.2484,1.0,0
988.8,1.0,0.2549,1.0,0
216.47,3.0,0.1373,1.0,0
0.0,0.0,0.5686,1.0,0
1750.52,0.0,0.0719,1.0,0
308.98,0.0,0.0915,1.0,0
205.49,1.0,0.3791,1.0,0
55.25,0.0,0.4902,1.0,0
403.27,0.0,0.5098,1.0,0
404.92,2.0,0.2549,1.0,0
0.0,1.0,0.3072,1.0,1
308.98,0.0,0.2157,1.0,0
388.54,0.0,0.7582,1.0,0
427.06,0.0,0.2549,1.0,0
207.53,2.0,0.6863,1.0,0
404.92,0.0,0.4379,1.0,0
308.98,1.0,0.451,1.0,0
205.49,4.0,0.281,1.0,0
55.25,1.0,0.2614,1.0,1
1750.52,0.0,0.7647,1.0,0
1293.48,0.0,0.2092,1.0,0
388.54,0.0,0.1242,1.0,0
308.98,0.0,0.451,1.0,0
216.47,0.0,0.6275,1.0,0
207.53,2.0,0.8366,1.0,0
427.06,2.0,0.7255,1.0,0
427.06,1.0,0.2026,1.0,0
0.0,3.0,0.6863,1.0,1
765.12,0.0,0.2484,1.0,0
216.47,1.0,0.732,1.0,0
0.0,1.0,0.732,1.0,1
216.47,0.0,0.1765,1.0,0
1750.52,3.0,0.1046,1.0,0
216.47,0.0,0.1699,1.0,0
404.92,1.0,0.1765,1.0,0
0.0,3.0,0.2614,1.0,1
765.12,1.0,0.7516,1.0,0
988.8,0.0,0.6536,1.0,0
765.12,2.0,0.0784,1.0,0
388.54,0.0,0.3987,1.0,0
0.0,1.0,0.4902,1.0,1
427.06,0.0,0.0523,1.0,0
594.92,2.0,0.1373,1.0,0
308.98,0.0,0.4379,1.0,0
0.0,0.0,0.8627,1.0,1
216.47,0.0,0.2418,1.0,0
207.53,0.0,0.366,1.0,0
198.13,0.0,3.6296,0.4818,0
465.85,0.0,1.1111,0.1859,0
665.72,0.0,1.2222,0.0,0
429.07,0.0,0.2963,0.0,0
116.58,0.0,2.6667,0.0,0
43.45,0.0,1.9259,0.5234,0
0.0,0.0,0.7407,0.0,0
22.3,1.0,1.6667,0.7322,0
22.3,2.0,2.5556,0.0,0
665.72,2.0,0.4074,0.0,0
99.05,0.0,1.963,0.4295,0
465.85,1.0,2.6667,0.1022,0
198.13,0.0,1.1111,0.0603,0
429.07,0.0,1.2222,0.0,0
0.0,1.0,3.037,0.8392,0
665.72,0.0,0.4074,0.14,0
0.0,0.0,1.8889,0.7144,0
465.85,0.0,0.3704,0.0,0
18.16,4.0,2.7778,0.7274,0
43.45,4.0,3.1111,0.0598,0
99.05,0.0,1.5185,0.0,0
22.3,2.0,3.3704,0.0,0
198.13,2.0,2.7778,0.0,0
665.72,0.0,3.0,0.1296,0
671.49,0.0,4.3704,0.4116,0
429.07,2.0,3.1111,0.0532,0
43.45,0.0,0.7037,0.0611,0
405.14,0.0,2.3333,0.0,0
535.43,0.0,3.6667,0.0,0
22.3,0.0,1.7037,0.0643,0
465.85,0.0,1.6667,0.0,0
996.87,0.0,0.4074,0.0,0
535.43,0.0,0.2963,0.0,0
14.79,0.0,2.1111,0.0,0
22.3,0.0,0.4074,0.0,0
671.49,0.0,1.0,0.0532,0
1401.68,1.0,1.7778,0.0,0
535.43,1.0,0.7037,0.0,0
665.72,3.0,0.6296,0.0,0
405.14,4.0,1.3333,0.1706,0
671.49,0.0,3.9259,0.5394,0
429.07,0.0,2.2593,0.0,0
22.3,0.0,3.2963,0.0,0
18.16,0.0,1.1111,0.0,0
116.58,0.0,0.7037,0.8109,0
535.43,0.0,1.4074,0.0,0
14.79,1.0,3.8889,0.0,0
465.85,0.0,1.2593,0.0,0
116.58,1.0,1.4815,0.1169,0
198.13,0.0,3.8519,0.1453,0
0.0,2.0,1.2222,0.3991,0
22.3,1.0,1.5185,0.0,0
99.05,0.0,0.8148,0.0,0
22.3,0.0,3.2593,0.0,0
22.3,0.0,3.963,0.0,0
116.58,0.0,3.2593,0.0,0
671.49,0.0,1.5556,0.0,0
1401.68,0.0,3.8519,0.0,0
22.3,0.0,0.6667,0.0,0
1401.68,0.0,2.8519,0.1415,0
0.0,0.0,0.7037,0.0,0
465.85,0.0,0.4444,0.055,0
665.72,4.0,3.7407,0.0,0
14.79,2.0,1.963,0.0,0
198.13,0.0,0.7407,0.0,0
535.43,1.0,1.5556,0.188,0
465.85,0.0,3.4815,0.0,0
1401.68,0.0,3.8519,0.0,0
0.0,0.0,1.4074,0.0,0
671.49,1.0,0.4444,0.0,0
198.13,0.0,2.1481,0.0,0
429.07,0.0,0.8889,0.5511,0
405.14,3.0,2.0741,0.0,0
671.49,0.0,1.1481,0.0,0
22.3,0.0,0.2222,0.0,0
405.14,0.0,3.0741,0.0,0
429.07,1.0,2.6667,0.0689,0
116.58,0.0,4.3333,0.5234,0
535.43,0.0,2.1111,0.0,0
665.72,0.0,2.4815,0.0,0
665.72,0.0,0.2963,0.3675,0
665.72,0.0,0.3704,0.0,0
14.79,1.0,3.3333,0.1427,0
14.79,0.0,1.3704,0.0,0
99.05,0.0,1.7037,0.445,0
665.72,0.0,0.8889,0.0608,0
18.16,2.0,2.6667,0.0,0
996.87,0.0,0.7407,0.0,0
0.0,1.0,2.4444,0.1296,0
996.87,0.0,0.4444,0.0554,0
99.05,3.0,4.4444,0.0,0
405.14,0.0,0.7407,0.0,0
405.14,0.0,2.963,0.0,0
18.16,0.0,2.0,0.0,0
665.72,0.0,0.5926,0.0,0
465.85,0.0,2.6667,0.0,0
0.0,0.0,0.8519,0.436,0
116.58,0.0,3.6296,0.0547,0
996.87,0.0,4.1111,0.1296,0
14.79,3.0,0.5926,0.8392,1
116.58,0.0,0.5556,0.7144,0
429.07,2.0,0.8148,0.188,0
116.58,0.0,0.6296,0.0,0
0.0,0.0,3.4444,0.0,0
116.58,0.0,0.4074,0.0,0
665.72,0.0,0.2593,0.0,0
671.49,1.0,2.1481,0.0611,0
405.14,0.0,2.7037,0.0,0
671.49,1.0,2.4444,0.1022,0
116.58,0.0,0.9259,0.5394,0
0.0,0.0,2.1111,0.0,0
22.3,0.0,1.3704,0.0532,0
22.3,0.0,2.9259,0.0,0
14.79,0.0,3.8519,0.0,0
465.85,0.0,0.9259,0.0,0
116.58,0.0,3.0741,0.3675,0
665.72,0.0,4.0741,0.3599,0
116.58,0.0,1.5926,0.0,0
99.05,0.0,1.5185,0.0,0
405.14,1.0,0.6296,0.0595,0
429.07,1.0,0.4074,0.544,0
198.13,1.0,1.1852,0.0,0
996.87,2.0,1.8148,0.0,0
996.87,3.0,2.5556,0.0,0
535.43,0.0,0.8148,0.1901,0
18.16,0.0,1.7778,0.0,0
0.0,3.0,3.7037,0.1033,0
405.14,0.0,2.5185,0.0,0
18.16,1.0,2.1481,0.3991,0
429.07,1.0,1.7037,0.1626,0
0.0,0.0,2.8889,0.0,0
116.58,3.0,3.4815,0.5945,0
43.45,2.0,2.4074,0.8551,0
535.43,0.0,1.1852,0.0,0
43.45,3.0,1.0,0.0603,0
18.16,0.0,1.8148,0.0,0
116.58,0.0,2.7407,0.0,0
671.49,0.0,0.4815,0.0,0
116.58,3.0,4.2222,0.0,0
116.58,1.0,2.037,0.1169,0
198.13,1.0,3.3704,0.0,0
0.0,3.0,4.2593,0.0,0
465.85,0.0,3.0,0.0,0
14.79,0.0,1.4074,0.5046,0
1401.68,0.0,1.4444,0.0,0
665.72,3.0,0.7778,0.2159,0
465.85,0.0,3.2222,0.0,0
996.87,0.0,0.4074,0.0584,0
116.58,0.0,0.5185,0.4998,0
671.49,1.0,2.1481,0.7144,0
429.07,0.0,2.7778,0.0584,0
0.0,0.0,2.8889,0.1859,0
22.3,0.0,1.4444,0.3747,0
405.14,0.0,1.7407,0.0,0
116.58,0.0,1.2222,0.7274,0
14.79,3.0,4.2963,0.0,0
18.16,0.0,1.4444,0.0,0
198.13,2.0,3.8889,0.0,0
22.3,0.0,2.4815,0.5279,0
116.58,4.0,2.5556,0.0,0
671.49,2.0,1.5926,0.0,0
429.07,0.0,1.4815,0.0,0
996.87,0.0,4.3333,0.0,0
535.43,0.0,1.1852,0.3855,0
14.79,0.0,0.7037,0.1453,0
116.58,0.0,2.5556,0.0,0
665.72,0.0,3.5556,0.0,0
198.13,2.0,4.7407,0.0,0
18.16,0.0,4.1111,0.0,0
18.16,2.0,1.1481,0.6108,0
405.14,0.0,3.8889,0.1033,0
0.0,0.0,1.4074,0.3855,0
665.72,1.0,4.1481,0.0584,0
405.14,0.0,4.1481,0.0,0
665.72,0.0,1.0,0.0577,0
996.87,0.0,0.5926,0.0,0
665.72,0.0,0.963,0.7939,0
22.3,0.0,1.0,0.3874,0
465.85,0.0,1.4815,0.1859,0
0.0,0.0,4.2593,0.0,0
1401.68,0.0,3.7037,0.0,0
0.0,4.0,0.4444,0.8109,1
14.79,0.0,2.2593,0.0,0
465.85,0.0,2.7778,0.0,0
18.16,0.0,0.2963,0.705,0
99.05,4.0,0.7778,0.0,0
116.58,0.0,2.4815,0.0,0
465.85,3.0,4.8889,0.0,0
665.72,0.0,1.3704,0.4818,0
198.13,1.0,2.0741,0.3932,0
24.87,0.0,2.7222,0.4818,0
55.59,0.0,0.8333,0.1859,0
269.98,2.0,0.9167,0.0,0
0.0,1.0,0.2222,0.0,0
36.54,2.0,2.0,0.0,0
41.17,1.0,1.4444,0.5234,0
0.0,1.0,0.5556,0.0,0
21.98,0.0,1.25,0.0,0
21.98,0.0,1.9167,0.0,0
269.98,0.0,0.3056,0.0,0
196.45,2.0,1.4722,0.0,0
55.59,0.0,2.0,0.0,0
24.87,1.0,0.8333,0.0,0
0.0,1.0,0.9167,0.0,0
426.41,0.0,2.2778,0.0,0
269.98,1.0,0.3056,0.14,0
0.0,1.0,1.4167,0.0,0
55.59,0.0,0.2778,0.0,0
23.85,0.0,2.0833,0.0,0
41.17,0.0,2.3333,0.0,0
196.45,0.0,1.1389,0.0,0
21.98,0.0,2.5278,0.0,0
24.87,0.0,2.0833,0.0,0
269.98,4.0,2.25,0.0,0
250.65,0.0,3.2778,0.4116,0
0.0,0.0,2.3333,0.0,0
41.17,4.0,0.5278,0.0,0
86.18,3.0,1.75,0.0,0
956.36,1.0,2.75,0.0,0
21.98,0.0,1.2778,0.0,0
55.59,2.0,1.25,0.0,0
1416.57,3.0,0.3056,0.0,0
956.36,2.0,0.2222,0.0,0
2.94,2.0,1.5833,0.0,0
21.98,3.0,0.3056,0.0,0
250.65,2.0,0.75,0.0,0
1043.87,0.0,1.3333,0.0,0
956.36,0.0,0.5278,0.0,0
269.98,0.0,0.4722,0.0,0
86.18,0.0,1.0,0.1706,0
250.65,0.0,2.9444,0.5394,0
0.0,2.0,1.6944,0.0,0
21.98,1.0,2.4722,0.0,0
23.85,4.0,0.8333,0.0,0
36.54,2.0,0.5278,0.0,0
956.36,0.0,1.0556,0.0,0
2.94,0.0,2.9167,0.0,0
55.59,4.0,0.9444,0.0,0
36.54,0.0,1.1111,0.0,0
24.87,1.0,2.8889,0.1453,0
0.0,0.0,0.9167,0.3991,0
21.98,0.0,1.1389,0.0,0
196.45,0.0,0.6111,0.0,0
21.98,3.0,2.4444,0.0,0
21.98,2.0,2.9722,0.0,0
36.54,0.0,2.4444,0.0,0
250.65,0.0,1.1667,0.0,0
1043.87,3.0,2.8889,0.0,0
21.98,0.0,0.5,0.0,0
1043.87,3.0,2.1389,0.1415,0
0.0,0.0,0.5278,0.0,0
55.59,0.0,0.3333,0.0,0
269.98,0.0,2.8056,0.0,0
2.94,0.0,1.4722,0.0,0
24.87,2.0,0.5556,0.0,0
956.36,0.0,1.1667,0.188,0
55.59,0.0,2.6111,0.0,0
1043.87,1.0,2.8889,0.0,0
426.41,1.0,1.0556,0.0,0
250.65,0.0,0.3333,0.0,0
24.87,1.0,1.6111,0.0,0
0.0,0.0,0.6667,0.5511,0
86.18,0.0,1.5556,0.0,0
250.65,0.0,0.8611,0.0,0
21.98,2.0,0.1667,0.0,0
86.18,2.0,2.3056,0.0,0
0.0,0.0,2.0,0.0,0
36.54,2.0,3.25,0.5234,0
956.36,1.0,1.5833,0.0,0
269.98,2.0,1.8611,0.0,0
269.98,2.0,0.2222,0.0,0
269.98,0.0,0.2778,0.0,0
2.94,0.0,2.5,0.1427,0
2.94,1.0,1.0278,0.0,0
196.45,0.0,1.2778,0.0,0
269.98,1.0,0.6667,0.0,0
23.85,0.0,2.0,0.0,0
1416.57,1.0,0.5556,0.0,0
0.0,0.0,1.8333,0.0,0
1416.57,0.0,0.3333,0.0,0
196.45,0.0,3.3333,0.0,0
86.18,1.0,0.5556,0.0,0
86.18,4.0,2.2222,0.0,0
23.85,1.0,1.5,0.0,0
269.98,1.0,0.4444,0.0,0
55.59,2.0,2.0,0.0,0
0.0,0.0,0.6389,0.0,0
36.54,3.0,2.7222,0.0,0
1416.57,0.0,3.0833,0.0,0
2.94,0.0,0.4444,0.0,0
36.54,1.0,0.4167,0.0,0
0.0,0.0,0.6111,0.188,0
36.54,0.0,0.4722,0.0,0
0.0,0.0,2.5833,0.0,0
36.54,1.0,0.3056,0.0,0
269.98,0.0,0.1944,0.0,0
250.65,0.0,1.6111,0.0,0
86.18,0.0,2.0278,0.0,0
250.65,0.0,1.8333,0.0,0
36.54,0.0,0.6944,0.5394,1
0.0,0.0,1.5833,0.0,0
21.98,1.0,1.0278,0.0,0
21.98,1.0,2.1944,0.0,0
2.94,2.0,2.8889,0.0,0
55.59,1.0,0.6944,0.0,0
36.54,1.0,2.3056,0.0,0
269.98,1.0,3.0556,0.0,0
36.54,1.0,1.1944,0.0,0
196.45,1.0,1.1389,0.0,0
86.18,0.0,0.4722,0.0,0
0.0,0.0,0.3056,0.544,0
24.87,0.0,0.8889,0.0,0
1416.57,0.0,1.3611,0.0,0
1416.57,0.0,1.9167,0.0,0
956.36,0.0,0.6111,0.1901,0
23.85,3.0,1.3333,0.0,0
0.0,0.0,2.7778,0.0,0
86.18,0.0,1.8889,0.0,0
23.85,0.0,1.6111,0.3991,0
0.0,0.0,1.2778,0.1626,0
0.0,0.0,2.1667,0.0,0
36.54,0.0,2.6111,0.5945,0
41.17,0.0,1.8056,0.0,0
956.36,0.0,0.8889,0.0,0
41.17,0.0,0.75,0.0,0
23.85,2.0,1.3611,0.0,0
36.54,3.0,2.0556,0.0,0
250.65,0.0,0.3611,0.0,0
36.54,0.0,3.1667,0.0,0
36.54,0.0,1.5278,0.0,0
24.87,0.0,2.5278,0.0,0
0.0,0.0,3.1944,0.0,0
55.59,0.0,2.25,0.0,0
2.94,0.0,1.0556,0.0,0
1043.87,0.0,1.0833,0.0,0
269.98,0.0,0.5833,0.2159,0
55.59,2.0,2.4167,0.0,0
1416.57,0.0,0.3056,0.0,0
36.54,1.0,0.3889,0.4998,1
250.65,0.0,1.6111,0.0,0
0.0,2.0,2.0833,0.0,0
0.0,0.0,2.1667,0.1859,0
21.98,0.0,1.0833,0.3747,0
86.18,0.0,1.3056,0.0,0
36.54,1.0,0.9167,0.0,0
2.94,0.0,3.2222,0.0,0
23.85,1.0,1.0833,0.0,0
24.87,0.0,2.9167,0.0,0
21.98,0.0,1.8611,0.5279,0
36.54,0.0,1.9167,0.0,0
250.65,0.0,1.1944,0.0,0
0.0,0.0,1.1111,0.0,0
1416.57,0.0,3.25,0.0,0
956.36,3.0,0.8889,0.3855,0
2.94,3.0,0.5278,0.1453,0
36.54,1.0,1.9167,0.0,0
269.98,3.0,2.6667,0.0,0
24.87,0.0,3.5556,0.0,0
23.85,0.0,3.0833,0.0,0
23.85,0.0,0.8611,0.6108,0
86.18,0.0,2.9167,0.0,0
426.41,4.0,1.0556,0.3855,0
269.98,0.0,3.1111,0.0,0
86.18,0.0,3.1111,0.0,0
269.98,4.0,0.75,0.0,0
1416.57,0.0,0.4444,0.0,0
269.98,3.0,0.7222,0.0,0
21.98,0.0,0.75,0.0,0
55.59,0.0,1.1111,0.1859,0
426.41,0.0,3.1944,0.0,0
1043.87,2.0,2.7778,0.0,0
426.41,0.0,0.3333,0.0,0
2.94,4.0,1.6944,0.0,0
55.59,0.0,2.0833,0.0,0
23.85,0.0,0.2222,0.0,0
196.45,0.0,0.5833,0.0,0
36.54,3.0,1.8611,0.0,0
55.59,0.0,3.6667,0.0,0
269.98,4.0,1.0278,0.4818,0
24.87,0.0,1.5556,0.3932,0
207.6,4.0,1.8148,0.0,0
60.77,0.0,0.5556,0.0,0
0.0,0.0,0.6111,0.0,0
92.2,1.0,0.1481,0.0,0
309.08,0.0,1.3333,0.0,0
400.97,0.0,0.963,0.0,0
403.4,0.0,0.3704,0.0,0
405.05,2.0,0.8333,0.1292,0
405.05,0.0,1.2778,0.0,0
0.0,3.0,0.2037,0.1038,1
595.1,0.0,0.9815,0.0662,0
60.77,0.0,1.3333,0.5806,0
207.6,0.0,0.5556,0.0,0
92.2,0.0,0.6111,0.0,0
765.29,0.0,1.5185,0.0674,0
0.0,0.0,0.2037,0.0,0
403.4,0.0,0.9444,0.1261,0
60.77,1.0,0.1852,0.0,0
427.19,2.0,1.3889,0.1284,0
400.97,0.0,1.5556,0.0,0
595.1,2.0,0.7593,0.0,0
405.05,1.0,1.6852,0.0,0
207.6,0.0,1.3889,0.0,0
0.0,0.0,1.5,0.7396,0
81.44,2.0,2.1852,0.0,0
92.2,4.0,1.5556,0.5246,0
400.97,0.0,0.3519,0.0,0
0.0,0.0,1.1667,0.1023,0
1293.74,0.0,1.8333,0.0,0
405.05,2.0,0.8519,0.0,0
60.77,0.0,0.8333,0.0,0
1750.85,0.0,0.2037,0.0,0
1293.74,0.0,0.1481,0.3098,0
388.67,0.0,1.0556,0.0,0
405.05,0.0,0.2037,0.0,0
81.44,0.0,0.5,0.5246,0
774.43,0.0,0.8889,0.0,0
1293.74,1.0,0.3519,0.0,0
0.0,0.0,0.3148,0.0,0
0.0,3.0,0.6667,0.5842,1
81.44,3.0,1.963,0.0,0
92.2,0.0,1.1296,0.0,0
405.05,1.0,1.6481,0.0,0
427.19,0.0,0.5556,0.3385,0
309.08,0.0,0.3519,0.0652,0
1293.74,0.0,0.7037,0.0,0
388.67,0.0,1.9444,0.0,0
60.77,0.0,0.6296,0.1246,0
309.08,0.0,0.7407,0.6639,0
207.6,0.0,1.9259,0.0,0
403.4,0.0,0.6111,0.0,0
405.05,1.0,0.7593,0.1246,0
595.1,0.0,0.4074,0.0,0
405.05,0.0,1.6296,0.0,0
405.05,0.0,1.9815,0.2937,0
309.08,3.0,1.6296,0.0,0
81.44,2.0,0.7778,0.1038,1
774.43,0.0,1.9259,0.0,0
405.05,0.0,0.3333,0.1077,0
774.43,0.0,1.4259,0.0,0
403.4,2.0,0.3519,0.0,0
60.77,1.0,0.2222,0.5414,1
0.0,3.0,1.8704,0.0,0
388.67,2.0,0.9815,0.0,0
207.6,0.0,0.3704,0.0,0
1293.74,4.0,0.7778,0.0,0
60.77,1.0,1.7407,0.0,0
774.43,2.0,1.9259,0.0,0
765.29,0.0,0.7037,0.0,0
81.44,3.0,0.2222,0.0,0
207.6,0.0,1.0741,0.0,0
92.2,1.0,0.4444,0.0,0
0.0,0.0,1.037,0.0,0
81.44,2.0,0.5741,0.0,0
405.05,0.0,0.1111,0.105,0
0.0,0.0,1.537,0.0,0
92.2,0.0,1.3333,0.0,0
309.08,0.0,2.1667,0.0,0
1293.74,0.0,1.0556,0.0,0
0.0,0.0,1.2407,0.0,0
0.0,0.0,0.1481,0.0649,0
0.0,0.0,0.1852,0.0,0
388.67,2.0,1.6667,0.0,0
388.67,0.0,0.6852,0.286,0
595.1,1.0,0.8519,0.0686,0
0.0,0.0,0.4444,0.5995,0
427.19,1.0,1.3333,0.0,0
1750.85,0.0,0.3704,0.0,0
403.4,0.0,1.2222,0.7396,0
1750.85,0.0,0.2222,0.3577,0
595.1,0.0,2.2222,0.1023,0
0.0,0.0,0.3704,0.0,0
0.0,0.0,1.4815,0.0,0
427.19,2.0,1.0,0.0,0
0.0,0.0,0.2963,0.0,0
60.77,0.0,1.3333,0.0,0
403.4,3.0,0.4259,0.0672,0
309.08,0.0,1.8148,0.0,0
1750.85,1.0,2.0556,0.7396,0
388.67,0.0,0.2963,0.0674,0
309.08,1.0,0.2778,0.1261,0
92.2,0.0,0.4074,0.0,0
309.08,1.0,0.3148,0.0,0
403.4,0.0,1.7222,0.0,0
